,brand,model,year,fuel_type,transmission,body_type,engine_capacity,count
2039,Peugeot,5008,2020.0,Benzine,Automatic,Hatchback,1600.0,2
2042,Peugeot,5008,2026.0,Benzine,Automatic,SUV,1600.0,2
1882,Opel,Astra,2005.0,Benzine,Automatic,Sedan,1600.0,2
1877,Opel,Astra,2000.0,Benzine,Manual,Sedan,1200.0,2
2051,Peugeot,508,2014.0,Benzine,Automatic,Sedan,1600.0,2
805,Ford,Focus,2005.0,Benzine,Automatic,Sedan,1600.0,2
1037,Hyundai,Santa Fe,2025.0,Hybrid,Automatic,4X4,1600.0,2
2058,Porsche,Boxster,2024.0,Benzine,Automatic,Convertible,2000.0,2
800,Ford,Fiesta,2000.0,Benzine,Manual,Hatchback,1300.0,2
1869,Nissan,Sunny,2025.0,Benzine,Automatic,Sedan,1500.0,2
1867,Nissan,Sunny,2024.0,Benzine,Automatic,Sedan,1600.0,2
792,Ford,EcoSport,2019.0,Benzine,Automatic,SUV,1000.0,2
791,Ford,EcoSport,2019.0,Benzine,Automatic,Hatchback,1000.0,2
992,Hyundai,Excel,1997.0,Benzine,Manual,Sedan,1300.0,2
988,Hyundai,Excel,1996.0,Benzine,Manual,Sedan,1500.0,2
2208,Renault,Sandero Stepway,2018.0,Benzine,Automatic,Hatchback,1600.0,2
1932,Opel,Grandland,2018.0,Benzine,Automatic,SUV,1600.0,2
1923,Opel,Corsa,2022.0,Benzine,Automatic,Hatchback,1200.0,2
1956,Opel,Vectra,1996.0,Benzine,Automatic,Sedan,2000.0,2
922,Hyundai,Accent,1998.0,Benzine,Manual,Sedan,1500.0,2
926,Hyundai,Accent,2000.0,Benzine,Manual,Sedan,1500.0,2
1930,Opel,Crossland,2021.0,Benzine,Automatic,SUV,1200.0,2
929,Hyundai,Accent,2001.0,Benzine,Manual,Sedan,1500.0,2
1934,Opel,Grandland,2021.0,Benzine,Automatic,Hatchback,1600.0,2
986,Hyundai,Excel,1995.0,Benzine,Manual,Sedan,1500.0,2
951,Hyundai,Atos,1998.0,Benzine,Manual,Hatchback,1000.0,2
1945,Opel,Insignia,2020.0,Benzine,Automatic,Sedan,1500.0,2
1943,Opel,Insignia,2018.0,Benzine,Automatic,Sedan,1500.0,2
940,Hyundai,Accent,2010.0,Benzine,Automatic,Sedan,1600.0,2
941,Hyundai,Accent,2010.0,Benzine,Manual,Sedan,1600.0,2
1941,Opel,Insignia,2016.0,Benzine,Automatic,Sedan,1600.0,2
914,Honda,Civic,2020.0,Benzine,Automatic,Sedan,1600.0,2
912,Honda,Civic,2017.0,Benzine,Automatic,Sedan,1600.0,2
1963,Opel,Vectra,1999.0,Benzine,Manual,Sedan,1600.0,2
909,Honda,Civic,2009.0,Benzine,Automatic,Sedan,1600.0,2
908,Honda,Civic,2008.0,Benzine,Automatic,Sedan,1600.0,2
1968,Opel,Vectra,2001.0,Benzine,Automatic,Sedan,2000.0,2
1969,Opel,Vectra,2002.0,Benzine,Automatic,Sedan,1600.0,2
902,Honda,Civic,1992.0,Benzine,Automatic,Sedan,1500.0,2
970,Hyundai,Elantra,2012.0,Benzine,Automatic,Sedan,1600.0,2
972,Hyundai,Elantra,2015.0,Benzine,Automatic,Sedan,1600.0,2
974,Hyundai,Elantra,2017.0,Benzine,Automatic,Sedan,1600.0,2
1981,Peugeot,206,2001.0,Benzine,Manual,Hatchback,1100.0,2
1914,Opel,Corsa,2003.0,Benzine,Manual,Sedan,1600.0,2
884,Honda,Accord,2009.0,Benzine,Automatic,Sedan,2400.0,2
982,Hyundai,Elantra,2026.0,Benzine,Automatic,Sedan,1500.0,2
1989,Peugeot,3008,2020.0,Benzine,Automatic,SUV,1600.0,2
1991,Peugeot,3008,2022.0,Benzine,Automatic,SUV,1600.0,2
1866,Nissan,Sunny,2023.0,Benzine,Automatic,Sedan,1600.0,2
2070,Porsche,Cayenne,2024.0,Benzine,Automatic,Sports / Coupe,3000.0,2
1048,Hyundai,Tucson,2020.0,Benzine,Automatic,Hatchback,1600.0,2
1820,Nissan,Qashqai,2019.0,Benzine,Automatic,SUV,1200.0,2
664,Fiat,128,1987.0,Benzine,Manual,Sedan,1100.0,2
666,Fiat,128,1988.0,Benzine,Manual,Sedan,1100.0,2
667,Fiat,128,1988.0,Benzine,Manual,Sedan,1300.0,2
1818,Nissan,Qashqai,2018.0,Benzine,Automatic,SUV,1200.0,2
675,Fiat,128,2000.0,Benzine,Manual,Sedan,1300.0,2
1819,Nissan,Qashqai,2018.0,Benzine,Automatic,SUV,1600.0,2
1823,Nissan,Qashqai,2021.0,Benzine,Automatic,SUV,1200.0,2
1054,Hyundai,Tucson,2022.0,Benzine,Automatic,SUV,1600.0,2
2146,Renault,Kadjar,2020.0,Benzine,Automatic,Estate,1200.0,2
2145,Renault,Kadjar,2019.0,Benzine,Automatic,SUV,1200.0,2
1825,Nissan,Qashqai,2026.0,Benzine,Automatic,SUV,1300.0,2
1826,Nissan,Sentra,2016.0,Benzine,Automatic,Sedan,1600.0,2
2140,Renault,Fluence,2016.0,Benzine,Automatic,Sedan,1600.0,2
2139,Renault,Fluence,2015.0,Benzine,Automatic,Sedan,1600.0,2
2165,Renault,Logan,2017.0,Benzine,Manual,Sedan,1600.0,2
2167,Renault,Logan,2018.0,Benzine,Automatic,Sedan,1500.0,2
660,Fiat,128,1984.0,Benzine,Manual,Sedan,1100.0,2
1814,Nissan,Qashqai,2017.0,Benzine,Automatic,SUV,1200.0,2
658,Fiat,128,1982.0,Benzine,Manual,Sedan,1100.0,2
657,Fiat,128,1981.0,Benzine,Manual,Sedan,1100.0,2
1812,Nissan,Qashqai,2013.0,Benzine,Automatic,SUV,1600.0,2
642,Fiat,127,1986.0,Benzine,Manual,Hatchback,900.0,2
2181,Renault,Megane,2006.0,Diesel,Automatic,Sedan,1600.0,2
1125,Jeep,Cherokee,1998.0,Benzine,Automatic,4X4,4000.0,2
2189,Renault,Megane,2020.0,Benzine,Automatic,Sedan,1200.0,2
2191,Renault,Megane,2021.0,Benzine,Automatic,Sedan,1600.0,2
625,Dodge,Ram,2012.0,Benzine,Automatic,Pickup,5700.0,2
2197,Renault,Megane,2026.0,Benzine,Automatic,Sedan,1600.0,2
1136,Jeep,Grand Cherokee,2016.0,Benzine,Automatic,4X4,5700.0,2
1793,Mitsubishi,Pajero,2016.0,Benzine,Automatic,4X4,3500.0,2
1142,Jeep,Grand Cherokee,2022.0,Benzine,Automatic,4X4,5700.0,2
2137,Renault,Fluence,2014.0,Benzine,Automatic,Sedan,1600.0,2
2132,Renault,Duster,2020.0,Benzine,Automatic,SUV,1600.0,2
1833,Nissan,Sentra,2024.0,Benzine,Automatic,Sedan,1600.0,2
1079,Hyundai,Verna,2010.0,Benzine,Manual,Sedan,1600.0,2
2080,Porsche,Macan,2026.0,Benzine,Automatic,SUV,2000.0,2
770,Fiat,Tipo,2020.0,Benzine,Automatic,Hatchback,1600.0,2
769,Fiat,Tipo,2019.0,Benzine,Automatic,Sedan,1600.0,2
768,Fiat,Tipo,2018.0,Benzine,Automatic,Sedan,1600.0,2
1060,Hyundai,Tucson,2025.0,Benzine,Automatic,SUV,1600.0,2
2089,Proton,Gen-2,2014.0,Benzine,Automatic,Sedan,1600.0,2
2090,Proton,Persona,2009.0,Benzine,Automatic,Sedan,1600.0,2
1066,Hyundai,Verna,2004.0,Benzine,Manual,Sedan,1600.0,2
2096,Proton,Saga,2020.0,Benzine,Automatic,Sedan,1300.0,2
1850,Nissan,Sunny,2013.0,Benzine,Automatic,Sedan,1500.0,2
1070,Hyundai,Verna,2007.0,Benzine,Manual,Sedan,1600.0,2
1074,Hyundai,Verna,2009.0,Benzine,Manual,Sedan,1600.0,2
1076,Hyundai,Verna,2010.0,Benzine,Automatic,Sedan,1600.0,2
1845,Nissan,Sunny,2009.0,Benzine,Automatic,Sedan,1600.0,2
1843,Nissan,Sunny,2008.0,Benzine,Automatic,Sedan,1600.0,2
1834,Nissan,Sentra,2025.0,Benzine,Automatic,Sedan,1600.0,2
732,Fiat,Regata,1985.0,Benzine,Manual,Sedan,1500.0,2
1842,Nissan,Sunny,2007.0,Benzine,Automatic,Sedan,1600.0,2
2112,Renault,Clio,2001.0,Benzine,Manual,Sedan,1400.0,2
2113,Renault,Clio,2002.0,Benzine,Manual,Sedan,1200.0,2
1841,Nissan,Sunny,2005.0,Benzine,Automatic,Sedan,1600.0,2
725,Fiat,Punto,2003.0,Benzine,Manual,Hatchback,1300.0,2
724,Fiat,Punto,2000.0,Benzine,Manual,Hatchback,1300.0,2
722,Fiat,Punto,1995.0,Benzine,Manual,Hatchback,1300.0,2
1086,Hyundai,Verna,2013.0,Benzine,Manual,Sedan,1600.0,2
720,Fiat,Punto,1994.0,Benzine,Manual,Hatchback,1300.0,2
470,Chevrolet,Spark,2008.0,Benzine,Manual,Hatchback,1000.0,2
717,Fiat,Polonez,1988.0,Benzine,Manual,Hatchback,1500.0,2
716,Fiat,Petra,2004.0,Benzine,Manual,Sedan,1600.0,2
1838,Nissan,Sunny,2001.0,Benzine,Manual,Sedan,1300.0,2
471,Chevrolet,Spark,2012.0,Benzine,Manual,Hatchback,1200.0,2
948,Hyundai,Accent,2025.0,Benzine,Automatic,Sedan,1600.0,2
2317,Skoda,Octavia,1999.0,Benzine,Automatic,Sedan,2000.0,2
348,Chery,Tiggo 7,2021.0,Benzine,Automatic,SUV,1500.0,2
2399,Speranza,M12,2012.0,Benzine,Manual,Hatchback,1600.0,2
1682,Mercedes-Benz,GLC 200,2024.0,Benzine,Automatic,SUV,2000.0,2
1404,MG,HS,2022.0,Benzine,Automatic,SUV,1500.0,2
1680,Mercedes-Benz,GLC 200,2023.0,Benzine,Automatic,SUV,2000.0,2
1679,Mercedes-Benz,GLC 200,2022.0,Benzine,Automatic,SUV,2000.0,2
1541,Mercedes-Benz,C180,2019.0,Benzine,Automatic,Sports / Coupe,1600.0,2
338,Chery,Tiggo 3,2022.0,Benzine,Automatic,Hatchback,1600.0,2
2623,Volkswagen,Jetta,2012.0,Benzine,Automatic,Sedan,1400.0,2
2622,Volkswagen,Jetta,2010.0,Benzine,Automatic,Sedan,1600.0,2
1285,Kia,Sorento,2025.0,Hybrid,Automatic,Estate,1600.0,2
2621,Volkswagen,Jetta,2009.0,Benzine,Automatic,Sedan,1600.0,2
2620,Volkswagen,Jetta,2008.0,Benzine,Automatic,Sedan,1600.0,2
2409,Ssang Yong,Tivoli XLV,2020.0,Benzine,Automatic,Estate,1600.0,2
1456,MINI,Cooper s,2023.0,Benzine,Automatic,Sports / Coupe,2000.0,2
163,BMW,X1,2017.0,Benzine,Automatic,SUV,1500.0,2
162,BMW,X1,2015.0,Benzine,Automatic,SUV,2000.0,2
1671,Mercedes-Benz,GLA 200,2026.0,Benzine,Automatic,SUV,1300.0,2
86,BMW,318,2017.0,Benzine,Automatic,Sedan,1500.0,2
1549,Mercedes-Benz,C180,2023.0,Benzine,Automatic,Convertible,1500.0,2
2626,Volkswagen,Passat,2000.0,Benzine,Automatic,Sedan,1600.0,2
2398,Speranza,M11,2012.0,Benzine,Manual,Sedan,1600.0,2
1293,Kia,Sorento Hybrid,2025.0,Hybrid,Automatic,SUV,1600.0,2
350,Chery,Tiggo 7,2024.0,Benzine,Automatic,SUV,1500.0,2
2549,Toyota,Land Cruiser,2025.0,Benzine,Automatic,SUV,3500.0,2
371,Chevrolet,Aveo,2011.0,Benzine,Manual,Sedan,1600.0,2
240,BYD,F3,2022.0,Benzine,Manual,Sedan,1500.0,2
1267,Kia,Shuma,1999.0,Benzine,Manual,Sedan,1500.0,2
368,Chevrolet,Aveo,2010.0,Benzine,Manual,Sedan,1500.0,2
2384,Speranza,A516,2010.0,Benzine,Manual,Sedan,1600.0,2
1691,Mercedes-Benz,GLC 300,2024.0,Benzine,Automatic,SUV,2000.0,2
1270,Kia,Shuma,2000.0,Benzine,Manual,Sedan,1600.0,2
362,Chevrolet,Aveo,2008.0,Benzine,Manual,Sedan,1500.0,2
2390,Speranza,A620,2008.0,Benzine,Automatic,Sedan,2000.0,2
61,BMW,218 i,2020.0,Benzine,Automatic,Sedan,1500.0,2
2489,Suzuki,Van,2022.0,Benzine,Manual,Van / Bus,1000.0,2
1464,Maserati,Grecale,2024.0,Benzine,Automatic,SUV,2000.0,2
1401,MG,GT,2026.0,Benzine,Automatic,Sedan,1500.0,2
355,Chery,Tiggo 8,2026.0,Benzine,Automatic,SUV,1500.0,2
1537,Mercedes-Benz,C180,2019.0,Benzine,Automatic,Convertible,1600.0,2
1684,Mercedes-Benz,GLC 200,2025.0,Benzine,Automatic,SUV,2000.0,2
1402,MG,HS,2021.0,Benzine,Automatic,SUV,1600.0,2
351,Chery,Tiggo 7,2026.0,Benzine,Automatic,SUV,1500.0,2
2478,Suzuki,Van,2008.0,Benzine,Manual,Van / Bus,1000.0,2
2561,Toyota,Urban Cruiser,2026.0,Benzine,Automatic,SUV,1500.0,2
376,Chevrolet,Aveo,2013.0,Benzine,Manual,Sedan,1500.0,2
309,Changan,Eado plus,2026.0,Benzine,Automatic,Sedan,1500.0,2
1415,MG,MG 5,2025.0,Benzine,Automatic,Sedan,1500.0,2
122,BMW,520,2021.0,Benzine,Automatic,Sedan,1600.0,2
2433,Suzuki,Ciaz,2022.0,Benzine,Automatic,Sedan,1500.0,2
126,BMW,520,2025.0,Benzine,Automatic,Sedan,2000.0,2
128,BMW,523,1999.0,Benzine,Automatic,Sedan,2500.0,2
1566,Mercedes-Benz,C200,2022.0,Benzine,Automatic,Sedan,1600.0,2
131,BMW,523,2008.0,Benzine,Automatic,Sedan,2500.0,2
2439,Suzuki,Grand Vitara,2008.0,Benzine,Automatic,4X4,2000.0,2
1428,MG,RX5,2019.0,Benzine,Automatic,SUV,1500.0,2
1427,MG,RX5,2019.0,Benzine,Automatic,Hatchback,1500.0,2
1426,MG,One,2026.0,Benzine,Automatic,SUV,1500.0,2
1649,Mercedes-Benz,G-Class,2021.0,Benzine,Automatic,4X4,4000.0,2
1423,MG,MG 7,2025.0,Benzine,Automatic,Sedan,1500.0,2
287,Brilliance,Galena,2008.0,Benzine,Automatic,Sedan,2000.0,2
1329,Lada,2105,1995.0,Benzine,Manual,Sedan,1300.0,2
1328,Lada,2105,1995.0,Benzine,Manual,Sedan,1200.0,2
285,Brilliance,Galena,2007.0,Benzine,Automatic,Sedan,2000.0,2
141,BMW,730,2021.0,Benzine,Automatic,Sedan,2000.0,2
1420,MG,MG 6,2021.0,Benzine,Automatic,Sedan,1500.0,2
2570,Toyota,Yaris,2009.0,Benzine,Automatic,Sedan,1300.0,2
1637,Mercedes-Benz,E300,2021.0,Benzine,Automatic,Sedan,2000.0,2
94,BMW,320,2009.0,Benzine,Automatic,Sedan,2000.0,2
268,Baic,BJ30,2026.0,Hybrid,Automatic,4X4,1500.0,2
2608,Volkswagen,Golf,2008.0,Benzine,Automatic,Hatchback,1600.0,2
2607,Volkswagen,Golf,2001.0,Benzine,Manual,Hatchback,1400.0,2
1553,Mercedes-Benz,C180,2024.0,Benzine,Automatic,Sedan,1600.0,2
100,BMW,320,2016.0,Benzine,Automatic,Sedan,2000.0,2
2420,Suzuki,Alto,2008.0,Benzine,Manual,Hatchback,800.0,2
101,BMW,320,2017.0,Benzine,Automatic,Sedan,2000.0,2
2422,Suzuki,Alto,2013.0,Benzine,Manual,Hatchback,800.0,2
2423,Suzuki,Alto,2019.0,Benzine,Manual,Hatchback,800.0,2
108,BMW,320,2026.0,Benzine,Automatic,Sedan,1600.0,2
1442,MG,ZS,2026.0,Benzine,Automatic,Hatchback,1500.0,2
1439,MG,ZS,2024.0,Benzine,Automatic,SUV,1500.0,2
1339,Lada,2107,2010.0,Natural Gas,Manual,Sedan,1600.0,2
2598,Volkswagen,Golf,1991.0,Benzine,Manual,Hatchback,1600.0,2
1301,Kia,Sportage,2019.0,Benzine,Automatic,Hatchback,1600.0,2
2597,Volkswagen,Golf,1990.0,Benzine,Manual,Hatchback,1600.0,2
2471,Suzuki,Swift,2022.0,Benzine,Automatic,Hatchback,1200.0,2
2564,Toyota,Yaris,2006.0,Benzine,Manual,Sedan,1300.0,2
1304,Kia,Sportage,2020.0,Benzine,Automatic,SUV,1600.0,2
1560,Mercedes-Benz,C200,2019.0,Benzine,Automatic,Sedan,1500.0,2
375,Chevrolet,Aveo,2013.0,Benzine,Automatic,Sedan,1500.0,2
2640,Volkswagen,Pointer,2006.0,Benzine,Manual,Hatchback,1600.0,2
2642,Volkswagen,Polo,1999.0,Benzine,Manual,Hatchback,1000.0,2
2507,Toyota,Corolla,1998.0,Benzine,Automatic,Sedan,1300.0,2
17,Audi,A4,2021.0,Benzine,Automatic,Sedan,2000.0,2
1718,Mercedes-Benz,GLS,2024.0,Benzine,Automatic,SUV,4000.0,2
1237,Kia,Pride,1999.0,Benzine,Manual,Hatchback,1100.0,2
434,Chevrolet,N300,2022.0,Benzine,Manual,Van / Bus,1200.0,2
18,Audi,A4,2022.0,Benzine,Automatic,Sedan,2000.0,2
216,BMW,Z4,2024.0,Benzine,Automatic,Convertible,2000.0,2
1716,Mercedes-Benz,GLS,2023.0,Benzine,Automatic,SUV,4000.0,2
1373,Land Rover,Range Rover Sport,2016.0,Benzine,Automatic,SUV,3000.0,2
430,Chevrolet,N300,2016.0,Benzine,Manual,Van / Bus,1200.0,2
429,Chevrolet,N200,2010.0,Benzine,Manual,Van / Bus,1200.0,2
219,BYD,F3,2010.0,Benzine,Manual,Sedan,1600.0,2
2540,Toyota,Fortuner,2026.0,Benzine,Automatic,4X4,4000.0,2
2541,Toyota,Fortuner,2026.0,Benzine,Automatic,SUV,4000.0,2
2644,Volkswagen,Polo,2000.0,Benzine,Manual,Hatchback,1400.0,2
1713,Mercedes-Benz,GLS,2021.0,Benzine,Automatic,SUV,4000.0,2
2349,Skoda,Superb,2021.0,Benzine,Automatic,Sedan,1400.0,2
1244,Kia,Rio,2013.0,Benzine,Automatic,Hatchback,1400.0,2
421,Chevrolet,Lanos,2016.0,Benzine,Manual,Sedan,1500.0,2
1606,Mercedes-Benz,CLE 300,2024.0,Benzine,Automatic,Sports / Coupe,2000.0,2
2340,Skoda,Octavia,2026.0,Benzine,Automatic,Sedan,1400.0,2
16,Audi,A4,2018.0,Benzine,Automatic,Sedan,1400.0,2
1390,Land Rover,Range Rover Vogue,2024.0,Benzine,Automatic,SUV,3000.0,2
458,Chevrolet,Optra,2025.0,Benzine,Automatic,Sedan,1500.0,2
194,BMW,X5,2020.0,Benzine,Automatic,SUV,3000.0,2
1223,Kia,Picanto,2008.0,Benzine,Manual,Hatchback,1100.0,2
1502,Mercedes-Benz,A180,2021.0,Benzine,Automatic,Sedan,1300.0,2
1500,Mercedes-Benz,A150,2005.0,Benzine,Automatic,Hatchback,1500.0,2
192,BMW,X5,2017.0,Benzine,Automatic,SUV,4400.0,2
2529,Toyota,Corolla,2026.0,Benzine,Automatic,Sedan,1600.0,2
1382,Land Rover,Range Rover Sport,2024.0,Benzine,Automatic,SUV,3000.0,2
2326,Skoda,Octavia,2010.0,Benzine,Automatic,Sedan,1600.0,2
2328,Skoda,Octavia,2015.0,Benzine,Automatic,Sedan,1600.0,2
214,BMW,X7,2024.0,Benzine,Automatic,SUV,4400.0,2
1494,Mercedes-Benz,200,1983.0,Benzine,Manual,Sedan,2000.0,2
2330,Skoda,Octavia,2016.0,Benzine,Automatic,Sedan,1600.0,2
2334,Skoda,Octavia,2021.0,Benzine,Automatic,Sedan,2000.0,2
449,Chevrolet,Optra,2016.0,Benzine,Automatic,Sedan,1500.0,2
2517,Toyota,Corolla,2013.0,Benzine,Automatic,Sedan,1600.0,2
1389,Land Rover,Range Rover Vogue,2023.0,Benzine,Automatic,SUV,4400.0,2
2515,Toyota,Corolla,2010.0,Benzine,Automatic,Sedan,1600.0,2
1490,Mercedes-Benz,200,1977.0,Benzine,Manual,Sedan,2000.0,2
2667,Volkswagen,Tiguan,2025.0,Benzine,Automatic,SUV,1400.0,2
426,Chevrolet,Lanos,2019.0,Benzine,Manual,Sedan,1500.0,2
41,Audi,Q3,2025.0,Benzine,Automatic,SUV,1400.0,2
2375,Speranza,A213,2008.0,Benzine,Manual,Sedan,1300.0,2
407,Chevrolet,Lanos,2010.0,Benzine,Manual,Sedan,1600.0,2
1585,Mercedes-Benz,CLA 180,2018.0,Benzine,Automatic,Sedan,1600.0,2
2361,Soueast,S06,2026.0,Benzine,Automatic,SUV,1600.0,2
1476,Mazda,3,2019.0,Benzine,Automatic,Sedan,1600.0,2
2548,Toyota,Land Cruiser,2025.0,Benzine,Automatic,4X4,3500.0,2
1702,Mercedes-Benz,GLC 43,2026.0,Benzine,Automatic,Sports / Coupe,2000.0,2
236,BYD,F3,2019.0,Benzine,Manual,Sedan,1500.0,2
1700,Mercedes-Benz,GLC 43,2026.0,Benzine,Automatic,SUV,2000.0,2
2649,Volkswagen,Polo,2004.0,Benzine,Manual,Hatchback,1600.0,2
1525,Mercedes-Benz,C180,2012.0,Benzine,Automatic,Sedan,1600.0,2
47,Audi,Q7,2025.0,Benzine,Automatic,SUV,2000.0,2
383,Chevrolet,Aveo,2019.0,Benzine,Automatic,Sedan,1500.0,2
2377,Speranza,A516,2007.0,Benzine,Manual,Sedan,1600.0,2
48,Audi,Q8,2025.0,Benzine,Automatic,4X4,3000.0,2
1618,Mercedes-Benz,E200,2022.0,Benzine,Automatic,Sedan,2000.0,2
380,Chevrolet,Aveo,2016.0,Benzine,Automatic,Sedan,1500.0,2
379,Chevrolet,Aveo,2015.0,Benzine,Automatic,Sedan,1500.0,2
2647,Volkswagen,Polo,2001.0,Benzine,Manual,Sedan,1400.0,2
1250,Kia,Rio,2016.0,Benzine,Automatic,Hatchback,1400.0,2
1326,Lada,2105,1994.0,Benzine,Manual,Sedan,1200.0,2
2662,Volkswagen,Tiguan,2023.0,Benzine,Automatic,SUV,1400.0,2
410,Chevrolet,Lanos,2011.0,Benzine,Manual,Sedan,1600.0,2
2503,Toyota,Corolla,1983.0,Benzine,Manual,Sedan,1300.0,2
1364,Land Rover,Evoque,2026.0,Benzine,Automatic,SUV,1600.0,2
1480,Mazda,323,1982.0,Benzine,Manual,Sedan,1500.0,2
2356,Soueast,S 07,2026.0,Benzine,Automatic,SUV,1600.0,2
36,Audi,Q3,2024.0,Benzine,Automatic,Hatchback,2000.0,2
1587,Mercedes-Benz,CLA 200,2014.0,Benzine,Automatic,Sedan,1600.0,2
1363,Land Rover,Evoque,2025.0,Benzine,Automatic,SUV,1500.0,2
1876,Nissan,X-Trail,2025.0,Benzine,Automatic,SUV,1500.0,1
1580,Mercedes-Benz,C300,2020.0,Benzine,Automatic,Convertible,2000.0,1
1856,Nissan,Sunny,2017.0,Benzine,Automatic,Sedan,1600.0,1
1584,Mercedes-Benz,CLA 180,2015.0,Benzine,Automatic,Sedan,1600.0,1
1855,Nissan,Sunny,2017.0,Benzine,Automatic,Sedan,1500.0,1
1878,Opel,Astra,2001.0,Benzine,Automatic,Sedan,1600.0,1
1590,Mercedes-Benz,CLA 200,2020.0,Benzine,Automatic,Sedan,1500.0,1
1571,Mercedes-Benz,C200,2025.0,Benzine,Automatic,Sedan,1498.0,1
1875,Nissan,Tiida,2011.0,Benzine,Automatic,Hatchback,1600.0,1
1868,Nissan,Sunny,2025.0,Benzine,Automatic,Sedan,1400.0,1
1577,Mercedes-Benz,C280,2008.0,Benzine,Automatic,Sedan,3000.0,1
1593,Mercedes-Benz,CLA 200,2024.0,Benzine,Automatic,SUV,1332.0,1
1861,Nissan,Sunny,2021.0,Benzine,Automatic,Sedan,1000.0,1
1578,Mercedes-Benz,C280,2011.0,Benzine,Automatic,Sedan,3000.0,1
1592,Mercedes-Benz,CLA 200,2023.0,Benzine,Automatic,Sedan,1600.0,1
1874,Nissan,Tiida,2010.0,Benzine,Automatic,Hatchback,1600.0,1
1591,Mercedes-Benz,CLA 200,2022.0,Benzine,Automatic,Sedan,1300.0,1
1589,Mercedes-Benz,CLA 200,2020.0,Benzine,Automatic,Sedan,1300.0,1
1872,Nissan,Sunny,2026.0,Benzine,Automatic,Sedan,1600.0,1
1862,Nissan,Sunny,2021.0,Benzine,Automatic,Sedan,1500.0,1
1582,Mercedes-Benz,C300,2020.0,Benzine,Automatic,Sports / Coupe,2000.0,1
1860,Nissan,Sunny,2020.0,Benzine,Automatic,Sedan,1600.0,1
1870,Nissan,Sunny,2025.0,Natural Gas,Automatic,Sedan,1400.0,1
1575,Mercedes-Benz,C250,2010.0,Benzine,Automatic,Sedan,1800.0,1
1588,Mercedes-Benz,CLA 200,2019.0,Benzine,Automatic,Sedan,1600.0,1
1858,Nissan,Sunny,2018.0,Benzine,Automatic,Sedan,1600.0,1
1576,Mercedes-Benz,C250,2012.0,Benzine,Automatic,Sedan,2000.0,1
1863,Nissan,Sunny,2022.0,Benzine,Automatic,Sedan,1500.0,1
1586,Mercedes-Benz,CLA 180,2019.0,Benzine,Automatic,Sedan,1600.0,1
1873,Nissan,Tiida,2008.0,Benzine,Automatic,Hatchback,1600.0,1
1574,Mercedes-Benz,C200,2026.0,Hybrid,Automatic,Sedan,1500.0,1
1581,Mercedes-Benz,C300,2020.0,Benzine,Automatic,Sedan,200.0,1
1583,Mercedes-Benz,CLA 180,2014.0,Benzine,Automatic,Sedan,1600.0,1
1864,Nissan,Sunny,2022.0,Benzine,Automatic,Sedan,1600.0,1
1579,Mercedes-Benz,C300,1989.0,Benzine,Automatic,Sedan,2969.0,1
1547,Mercedes-Benz,C180,2022.0,Diesel,Automatic,Sedan,1500.0,1
1879,Opel,Astra,2001.0,Benzine,Manual,Sedan,1200.0,1
1880,Opel,Astra,2001.0,Benzine,Manual,Sedan,1600.0,1
1925,Opel,Corsa,2025.0,Benzine,Automatic,Hatchback,1200.0,1
1924,Opel,Corsa,2022.0,Benzine,Automatic,Sedan,1200.0,1
1518,Mercedes-Benz,B200,2013.0,Benzine,Automatic,Hatchback,1600.0,1
1519,Mercedes-Benz,C Class,2025.0,Benzine,Automatic,Sedan,1500.0,1
1922,Opel,Corsa,2018.0,Benzine,Automatic,Hatchback,1400.0,1
1520,Mercedes-Benz,C180,2006.0,Benzine,Automatic,Sedan,1800.0,1
1521,Mercedes-Benz,C180,2009.0,Benzine,Automatic,Sedan,1600.0,1
1921,Opel,Corsa,2017.0,Benzine,Automatic,Hatchback,1400.0,1
1522,Mercedes-Benz,C180,2009.0,Benzine,Automatic,Sedan,1800.0,1
1920,Opel,Corsa,2014.0,Benzine,Automatic,Hatchback,1400.0,1
1919,Opel,Corsa,2010.0,Benzine,Automatic,Hatchback,1400.0,1
1524,Mercedes-Benz,C180,2011.0,Benzine,Automatic,Sedan,1600.0,1
1918,Opel,Corsa,2009.0,Benzine,Automatic,Hatchback,1400.0,1
1526,Mercedes-Benz,C180,2013.0,Benzine,Automatic,Sedan,1597.0,1
1917,Opel,Corsa,2007.0,Benzine,Manual,Sedan,1600.0,1
1527,Mercedes-Benz,C180,2013.0,Benzine,Automatic,Sedan,1599.0,1
1529,Mercedes-Benz,C180,2013.0,Benzine,Automatic,Sports / Coupe,1500.0,1
1926,Opel,Corsa,2026.0,Benzine,Automatic,Hatchback,1200.0,1
1517,Mercedes-Benz,B180,2015.0,Benzine,Automatic,Hatchback,1600.0,1
1927,Opel,Crossland,2019.0,Benzine,Automatic,Hatchback,1200.0,1
1512,Mercedes-Benz,A200,2023.0,Benzine,Automatic,Sedan,1332.0,1
1936,Opel,Grandland,2024.0,Benzine,Automatic,Hatchback,1600.0,1
1506,Mercedes-Benz,A200,1981.0,Benzine,Automatic,Sedan,2000.0,1
1507,Mercedes-Benz,A200,1998.0,Benzine,Automatic,Sedan,2000.0,1
1508,Mercedes-Benz,A200,2014.0,Benzine,Automatic,Hatchback,1600.0,1
