,brand,model,year,fuel_type,transmission,body_type,engine_capacity,count
2246,Seat,Leon,2017.0,Benzine,Automatic,Hatchback,1600.0,1
2244,Seat,Leon,2011.0,Benzine,Automatic,Hatchback,2000.0,1
2243,Seat,Leon,2002.0,Benzine,Automatic,Hatchback,1600.0,1
2242,Seat,Ibiza,2026.0,Benzine,Automatic,Sedan,1600.0,1
2240,Seat,Ibiza,2025.0,Benzine,Automatic,Hatchback,1000.0,1
2239,Seat,Ibiza,2024.0,Benzine,Automatic,Hatchback,1600.0,1
2236,Seat,Ibiza,2015.0,Benzine,Automatic,Hatchback,1600.0,1
2234,Seat,Ibiza,2013.0,Benzine,Automatic,Hatchback,1390.0,1
2233,Seat,Ibiza,2002.0,Benzine,Manual,Hatchback,1400.0,1
2232,Seat,Ibiza,2000.0,Benzine,Manual,Hatchback,1800.0,1
2231,Seat,Ibiza,2000.0,Benzine,Manual,Hatchback,1400.0,1
2230,Seat,Ibiza,1998.0,Benzine,Automatic,Hatchback,1800.0,1
2229,Seat,Ibiza,1994.0,Benzine,Manual,Hatchback,2000.0,1
2272,Skoda,Fabia,2002.0,Benzine,Manual,Hatchback,1400.0,1
2274,Skoda,Fabia,2004.0,Benzine,Manual,Hatchback,1400.0,1
2120,Renault,Clio,2007.0,Benzine,Manual,Sedan,1200.0,1
2310,Skoda,Kodiaq,2025.0,Benzine,Automatic,Estate,1500.0,1
2302,Skoda,Kodiaq,2022.0,Benzine,Automatic,Estate,1400.0,1
2303,Skoda,Kodiaq,2023.0,Benzine,Automatic,4X4,1400.0,1
2304,Skoda,Kodiaq,2023.0,Benzine,Automatic,4X4,2000.0,1
2305,Skoda,Kodiaq,2023.0,Benzine,Automatic,Hatchback,2000.0,1
2306,Skoda,Kodiaq,2023.0,Benzine,Automatic,SUV,1400.0,1
2309,Skoda,Kodiaq,2025.0,Benzine,Automatic,Estate,1400.0,1
2311,Skoda,Kodiaq,2025.0,Benzine,Automatic,Hatchback,1500.0,1
2278,Skoda,Fantasia,2011.0,Benzine,Automatic,Sedan,2000.0,1
2312,Skoda,Kodiaq,2025.0,Benzine,Automatic,SUV,1400.0,1
2315,Skoda,Octavia,1997.0,Benzine,Manual,Sedan,2000.0,1
2318,Skoda,Octavia,1999.0,Benzine,Manual,Sedan,2000.0,1
2319,Skoda,Octavia,2000.0,Benzine,Automatic,Hatchback,1600.0,1
2320,Skoda,Octavia,2000.0,Benzine,Automatic,Sedan,1600.0,1
2322,Skoda,Octavia,2003.0,Benzine,Manual,Sedan,1600.0,1
2301,Skoda,Kodiaq,2021.0,Benzine,Automatic,SUV,1400.0,1
2300,Skoda,Kodiaq,2021.0,Benzine,Automatic,Estate,2000.0,1
2299,Skoda,Kodiaq,2020.0,Benzine,Automatic,SUV,1600.0,1
2297,Skoda,Kodiaq,2020.0,Benzine,Automatic,SUV,1200.0,1
2296,Skoda,Kodiaq,2019.0,Benzine,Automatic,SUV,1400.0,1
2295,Skoda,Karoq,2026.0,Benzine,Automatic,SUV,1400.0,1
2294,Skoda,Karoq,2021.0,Benzine,Automatic,SUV,1400.0,1
2293,Skoda,Karoq,2021.0,Benzine,Automatic,Estate,1400.0,1
2292,Skoda,Forman,1995.0,Benzine,Manual,Hatchback,1300.0,1
2291,Skoda,Felicia Combi,1997.0,Benzine,Manual,Hatchback,1300.0,1
2289,Skoda,Felecia,1998.0,Natural Gas,Manual,Hatchback,1300.0,1
2288,Skoda,Felecia,1998.0,Benzine,Manual,Hatchback,1300.0,1
2287,Skoda,Felecia,1997.0,Benzine,Manual,Sedan,1300.0,1
2283,Skoda,Favorit,1996.0,Benzine,Manual,Sedan,1300.0,1
2282,Skoda,Favorit,1994.0,Benzine,Manual,Hatchback,1600.0,1
2280,Skoda,Favorit,1994.0,Benzine,Manual,Hatchback,100.0,1
2279,Skoda,Fantasia,2012.0,Benzine,Automatic,Sedan,1600.0,1
2227,Seat,Ibiza,1993.0,Benzine,Manual,Other,1300.0,1
2226,Seat,Ibiza,1993.0,Benzine,Manual,Hatchback,1200.0,1
2225,Seat,Cordoba,2007.0,Benzine,Automatic,Sedan,1400.0,1
2159,Renault,Logan,2015.0,Benzine,Manual,Sedan,1500.0,1
2149,Renault,Logan,2011.0,Benzine,Manual,Sedan,1300.0,1
2150,Renault,Logan,2011.0,Benzine,Manual,Sedan,1500.0,1
2152,Renault,Logan,2012.0,Benzine,Manual,Sedan,100.0,1
2153,Renault,Logan,2012.0,Benzine,Manual,Sedan,1600.0,1
2155,Renault,Logan,2013.0,Benzine,Manual,Sedan,1600.0,1
2158,Renault,Logan,2015.0,Benzine,Manual,Sedan,1400.0,1
2163,Renault,Logan,2016.0,Diesel,Manual,Sedan,1600.0,1
2224,Seat,Cordoba,2006.0,Benzine,Manual,Sedan,1400.0,1
2166,Renault,Logan,2017.0,Diesel,Automatic,Sedan,1600.0,1
2168,Renault,Logan,2018.0,Benzine,Automatic,Sedan,1600.0,1
2169,Renault,Logan,2018.0,Benzine,Manual,Sedan,1600.0,1
2171,Renault,Logan,2020.0,Benzine,Automatic,Estate,1600.0,1
2172,Renault,Logan,2022.0,Benzine,Automatic,Sedan,1600.0,1
2173,Renault,Logan MCV,2013.0,Benzine,Automatic,MPV,1700.0,1
2147,Renault,Logan,2009.0,Benzine,Manual,Sedan,1500.0,1
2144,Renault,Kadjar,2019.0,Benzine,Automatic,Estate,1200.0,1
2143,Renault,Kadjar,2018.0,Benzine,Automatic,SUV,1400.0,1
2138,Renault,Fluence,2015.0,Benzine,Automatic,Sedan,1500.0,1
2136,Renault,Fluence,2012.0,Benzine,Automatic,Sedan,1600.0,1
2134,Renault,Duster,2026.0,Benzine,Automatic,SUV,1300.0,1
2133,Renault,Duster,2021.0,Benzine,Automatic,SUV,1600.0,1
2131,Renault,Duster,2019.0,Benzine,Automatic,SUV,1600.0,1
2129,Renault,Duster,2019.0,Benzine,Automatic,4X4,1600.0,1
2128,Renault,Duster,2018.0,Benzine,Automatic,SUV,1600.0,1
2127,Renault,Duster,2018.0,Benzine,Automatic,Hatchback,1600.0,1
2126,Renault,Duster,2018.0,Benzine,Automatic,Estate,1600.0,1
2125,Renault,Duster,2017.0,Benzine,Manual,4X4,1600.0,1
2124,Renault,Duster,2014.0,Benzine,Manual,SUV,1600.0,1
2123,Renault,Dacia,1998.0,Benzine,Manual,Sedan,1300.0,1
2122,Renault,Clio,2008.0,Benzine,Manual,Sedan,1400.0,1
2121,Renault,Clio,2007.0,Benzine,Manual,Sedan,1500.0,1
2174,Renault,Megane,2001.0,Benzine,Automatic,Sedan,1600.0,1
2175,Renault,Megane,2004.0,Benzine,Automatic,Hatchback,1600.0,1
2176,Renault,Megane,2004.0,Benzine,Automatic,Sedan,1600.0,1
2203,Renault,Sandero,2021.0,Benzine,Automatic,Hatchback,1600.0,1
2223,Seat,Cordoba,1996.0,Benzine,Manual,Sedan,1400.0,1
2222,Seat,Ateca,2021.0,Benzine,Automatic,Estate,1400.0,1
2219,Seat,Arona,2022.0,Benzine,Automatic,Sedan,1000.0,1
2218,Seat,Altea,2008.0,Benzine,Manual,Hatchback,1600.0,1
2217,Sandstorm,S24,2026.0,Benzine,Manual,Pickup,2400.0,1
2216,Saipa,Pride,2009.0,Benzine,Manual,Sedan,1300.0,1
2215,Rolls Royce,Cullinan,2022.0,Benzine,Automatic,SUV,6750.0,1
2212,Renault,Sandero Stepway,2023.0,Benzine,Automatic,Hatchback,1600.0,1
2211,Renault,Sandero Stepway,2022.0,Benzine,Automatic,Hatchback,1600.0,1
2210,Renault,Sandero Stepway,2021.0,Benzine,Automatic,Hatchback,1600.0,1
2207,Renault,Sandero Stepway,2017.0,Benzine,Automatic,Hatchback,1600.0,1
2206,Renault,Sandero Stepway,2015.0,Benzine,Manual,SUV,1600.0,1
2205,Renault,Sandero Stepway,2015.0,Benzine,Manual,Hatchback,1600.0,1
2204,Renault,Sandero Stepway,2015.0,Benzine,Automatic,Hatchback,1600.0,1
2202,Renault,Sandero,2018.0,Benzine,Automatic,Hatchback,1600.0,1
2178,Renault,Megane,2006.0,Benzine,Automatic,Sedan,1500.0,1
2201,Renault,Sandero,2013.0,Benzine,Manual,Hatchback,1600.0,1
2200,Renault,Sandero,2012.0,Benzine,Automatic,Hatchback,1600.0,1
2199,Renault,Rainbow,1997.0,Benzine,Manual,Sedan,1300.0,1
2198,Renault,Optima,1997.0,Benzine,Manual,Sedan,1300.0,1
2196,Renault,Megane,2025.0,Benzine,Automatic,Sedan,1300.0,1
2194,Renault,Megane,2023.0,Benzine,Automatic,Sedan,1300.0,1
2188,Renault,Megane,2019.0,Benzine,Automatic,Sedan,1600.0,1
2187,Renault,Megane,2017.0,Benzine,Automatic,Hatchback,1600.0,1
2186,Renault,Megane,2015.0,Benzine,Automatic,Hatchback,1600.0,1
2185,Renault,Megane,2011.0,Benzine,Automatic,Hatchback,1600.0,1
2184,Renault,Megane,2008.0,Benzine,Automatic,Sedan,1600.0,1
2183,Renault,Megane,2008.0,Benzine,Automatic,Hatchback,1600.0,1
2182,Renault,Megane,2007.0,Benzine,Automatic,Sports / Coupe,1600.0,1
2180,Renault,Megane,2006.0,Benzine,Manual,Sedan,1600.0,1
1505,Mercedes-Benz,A200,1975.0,Benzine,Manual,Sedan,2000.0,1
1344,Lada,2110,2005.0,Benzine,Manual,Sedan,1600.0,1
1503,Mercedes-Benz,A180,2021.0,Benzine,Automatic,Sedan,1500.0,1
508,Cupra,Formentor,2022.0,Hybrid,Automatic,SUV,1400.0,1
490,Citroen,C4 Grand Picasso,2018.0,Benzine,Automatic,Estate,1600.0,1
491,Citroen,C4 Picasso,2012.0,Benzine,Automatic,SUV,1600.0,1
492,Citroen,C4X,2023.0,Benzine,Automatic,Sedan,1200.0,1
493,Citroen,C4X,2024.0,Benzine,Automatic,Sedan,1200.0,1
494,Citroen,C4X,2025.0,Benzine,Automatic,Sports / Coupe,1200.0,1
495,Citroen,C5,2021.0,Benzine,Automatic,SUV,1600.0,1
497,Citroen,C5 Aircross,2021.0,Benzine,Automatic,Estate,1600.0,1
498,Citroen,C5 Aircross,2026.0,Benzine,Automatic,SUV,1600.0,1
499,Citroen,C8,2003.0,Benzine,Automatic,Hatchback,2000.0,1
501,Citroen,DS4,2025.0,Benzine,Automatic,SUV,1600.0,1
502,Citroen,DS5,2013.0,Benzine,Automatic,Hatchback,1600.0,1
503,Citroen,Grand C4 Spacetourer,2019.0,Benzine,Automatic,MPV,1600.0,1
504,Citroen,Jumper,2003.0,Diesel,Manual,Van / Bus,2800.0,1
505,Citroen,Xsara Picasso,2003.0,Benzine,Manual,MPV,2000.0,1
506,Citroen,ZX,1998.0,Benzine,Manual,Hatchback,1400.0,1
489,Citroen,C4 Grand Picasso,2010.0,Diesel,Manual,Estate,1600.0,1
488,Citroen,C4,2023.0,Benzine,Automatic,SUV,1600.0,1
487,Citroen,C4,2015.0,Benzine,Automatic,SUV,1600.0,1
478,Chrysler,Town and Country,2009.0,Benzine,Automatic,Van / Bus,3800.0,1
472,Chevrolet,Spark,2012.0,Benzine,Manual,Hatchback,1300.0,1
473,Chrysler,C300,2012.0,Benzine,Automatic,Sedan,5700.0,1
474,Chrysler,M300,1999.0,Benzine,Automatic,Sedan,3500.0,1
475,Chrysler,M300,2002.0,Benzine,Automatic,Sedan,3500.0,1
476,Chrysler,Neon,1998.0,Benzine,Automatic,Sedan,2000.0,1
477,Chrysler,Town and Country,2005.0,Benzine,Automatic,Van / Bus,3800.0,1
479,Citroen,C-Elysée,2022.0,Benzine,Automatic,Sedan,1500.0,1
486,Citroen,C4,2006.0,Benzine,Automatic,Hatchback,1600.0,1
480,Citroen,C3,2003.0,Benzine,Automatic,Hatchback,1400.0,1
481,Citroen,C3 Aircross,2021.0,Benzine,Automatic,Hatchback,1200.0,1
482,Citroen,C3 Aircross,2021.0,Benzine,Automatic,SUV,1200.0,1
483,Citroen,C3 Aircross,2021.0,Diesel,Automatic,SUV,1200.0,1
484,Citroen,C4,2005.0,Benzine,Automatic,Hatchback,1600.0,1
485,Citroen,C4,2005.0,Benzine,Automatic,Sedan,1600.0,1
507,Cupra,Formentor,2022.0,Benzine,Automatic,SUV,2000.0,1
509,Cupra,Formentor,2023.0,Benzine,Automatic,Hatchback,2000.0,1
468,Chevrolet,Pickup/Dababa,2020.0,Diesel,Manual,Pickup,3000.0,1
510,Cupra,Formentor,2024.0,Benzine,Automatic,4X4,2000.0,1
537,Daewoo,Lanos,1997.0,Benzine,Automatic,Sedan,1600.0,1
539,Daewoo,Lanos,1998.0,Benzine,Manual,Sedan,1600.0,1
540,Daewoo,Lanos,1999.0,Benzine,Automatic,Sedan,1600.0,1
541,Daewoo,Lanos,1999.0,Benzine,Manual,Sedan,1300.0,1
543,Daewoo,Lanos,1999.0,Natural Gas,Manual,Sedan,1500.0,1
545,Daewoo,Lanos,2000.0,Benzine,Manual,Sedan,1599.0,1
546,Daewoo,Lanos,2000.0,Benzine,Manual,Sedan,1600.0,1
548,Daewoo,Lanos,2000.0,Natural Gas,Manual,Sedan,1600.0,1
549,Daewoo,Lanos,2001.0,Benzine,Manual,Sedan,1500.0,1
550,Daewoo,Lanos,2002.0,Benzine,Manual,Sedan,1300.0,1
551,Daewoo,Lanos,2003.0,Benzine,Manual,Sedan,1500.0,1
552,Daewoo,Lanos,2003.0,Benzine,Manual,Sedan,1600.0,1
553,Daewoo,Lanos,2004.0,Natural Gas,Manual,Sedan,1300.0,1
555,Daewoo,Lanos,2005.0,Benzine,Manual,Sedan,1600.0,1
556,Daewoo,Lanos,2005.0,Hybrid,Manual,Sedan,1500.0,1
536,Daewoo,Lanos,1996.0,Benzine,Manual,Sedan,100.0,1
535,Daewoo,Lanos,1996.0,Benzine,Automatic,Sedan,1500.0,1
534,Daewoo,Lacetti,2010.0,Benzine,Automatic,Sedan,1600.0,1
523,Daewoo,Espero,1995.0,Benzine,Automatic,Sedan,1500.0,1
512,Cupra,Leon,2022.0,Benzine,Automatic,Hatchback,2000.0,1
516,Cupra,Leon,2026.0,Benzine,Automatic,Hatchback,1600.0,1
517,Cupra,Leon,2026.0,Benzine,Automatic,SUV,1400.0,1
519,Cupra,Terramar,2026.0,Benzine,Automatic,Hatchback,1500.0,1
521,Daewoo,Cielo,1996.0,Benzine,Manual,Sedan,1500.0,1
522,Daewoo,Espero,1994.0,Benzine,Manual,Sedan,1600.0,1
524,Daewoo,Espero,1995.0,Hybrid,Manual,Sedan,1500.0,1
533,Daewoo,Lacetti,2009.0,Benzine,Automatic,Sedan,1800.0,1
525,Daewoo,Juliet,2000.0,Benzine,Manual,Hatchback,1500.0,1
526,Daewoo,Juliet,2004.0,Benzine,Automatic,Hatchback,1600.0,1
527,Daewoo,Juliet,2006.0,Benzine,Manual,Hatchback,1500.0,1
528,Daewoo,Lacetti,2003.0,Benzine,Automatic,Sedan,1500.0,1
531,Daewoo,Lacetti,2005.0,Benzine,Automatic,Sedan,1600.0,1
532,Daewoo,Lacetti,2006.0,Benzine,Automatic,Sedan,1600.0,1
469,Chevrolet,Sonic,2013.0,Benzine,Automatic,Sedan,1600.0,1
467,Chevrolet,Pickup/Dababa,2020.0,Diesel,Manual,Pickup,2500.0,1
560,Daewoo,Lanos,2006.0,Benzine,Manual,Sedan,2000.0,1
411,Chevrolet,Lanos,2011.0,Benzine,Manual,Sedan,2200.0,1
388,Chevrolet,Captiva,2013.0,Benzine,Automatic,Estate,3200.0,1
389,Chevrolet,Captiva,2021.0,Benzine,Automatic,SUV,1500.0,1
390,Chevrolet,Captiva,2021.0,Benzine,Automatic,SUV,1600.0,1
391,Chevrolet,Captiva,2025.0,Benzine,Automatic,SUV,1500.0,1
392,Chevrolet,Corvette,2023.0,Benzine,Automatic,Sports / Coupe,6200.0,1
393,Chevrolet,Cruze,2009.0,Benzine,Automatic,Sedan,1600.0,1
395,Chevrolet,Cruze,2010.0,Benzine,Automatic,Sedan,1800.0,1
396,Chevrolet,Cruze,2010.0,Benzine,Manual,Sedan,1500.0,1
397,Chevrolet,Cruze,2011.0,Benzine,Automatic,Sedan,1600.0,1
398,Chevrolet,Cruze,2011.0,Benzine,Automatic,Sedan,1800.0,1
400,Chevrolet,Lanos,2000.0,Benzine,Manual,Sedan,1500.0,1
401,Chevrolet,Lanos,2009.0,Benzine,Manual,Other,1500.0,1
402,Chevrolet,Lanos,2009.0,Benzine,Manual,Sedan,1400.0,1
404,Chevrolet,Lanos,2010.0,Benzine,Manual,Estate,1500.0,1
405,Chevrolet,Lanos,2010.0,Benzine,Manual,Sedan,1400.0,1
387,Chevrolet,Caprice,1983.0,Benzine,Automatic,Sedan,5000.0,1
386,Chevrolet,Camaro,2022.0,Benzine,Automatic,Convertible,2000.0,1
385,Chevrolet,Aveo,2020.0,Benzine,Automatic,Sedan,1500.0,1
367,Chevrolet,Aveo,2010.0,Benzine,Automatic,Sedan,1600.0,1
360,Chevrolet,Aveo,2007.0,Benzine,Manual,Sedan,1600.0,1
361,Chevrolet,Aveo,2008.0,Benzine,Automatic,Sedan,1600.0,1
363,Chevrolet,Aveo,2009.0,Benzine,Automatic,Sedan,1500.0,1
364,Chevrolet,Aveo,2009.0,Benzine,Manual,Sedan,1400.0,1
365,Chevrolet,Aveo,2009.0,Benzine,Manual,Sedan,1600.0,1
366,Chevrolet,Aveo,2010.0,Benzine,Automatic,Sedan,1500.0,1
369,Chevrolet,Aveo,2010.0,Benzine,Manual,Sedan,1600.0,1
384,Chevrolet,Aveo,2019.0,Benzine,Automatic,Sedan,1600.0,1
373,Chevrolet,Aveo,2012.0,Benzine,Manual,Sedan,1500.0,1
374,Chevrolet,Aveo,2013.0,Benzine,Automatic,Sedan,1400.0,1
377,Chevrolet,Aveo,2014.0,Benzine,Automatic,Sedan,1600.0,1
378,Chevrolet,Aveo,2015.0,Benzine,Automatic,4X4,1400.0,1
381,Chevrolet,Aveo,2018.0,Benzine,Automatic,Sedan,1500.0,1
382,Chevrolet,Aveo,2018.0,Benzine,Automatic,Sedan,1600.0,1
408,Chevrolet,Lanos,2011.0,Benzine,Automatic,Sedan,500.0,1
413,Chevrolet,Lanos,2013.0,Benzine,Manual,Sedan,1400.0,1
466,Chevrolet,Pickup/Dababa,2020.0,Diesel,Manual,Pickup,2400.0,1
415,Chevrolet,Lanos,2013.0,Natural Gas,Manual,Sedan,1500.0,1
445,Chevrolet,Optra,2009.0,Benzine,Automatic,Sedan,1599.0,1
450,Chevrolet,Optra,2017.0,Benzine,Automatic,Sedan,1500.0,1
451,Chevrolet,Optra,2018.0,Benzine,Automatic,Sedan,1500.0,1
452,Chevrolet,Optra,2019.0,Benzine,Automatic,Sedan,1500.0,1
453,Chevrolet,Optra,2020.0,Benzine,Automatic,Sedan,1500.0,1
454,Chevrolet,Optra,2020.0,Benzine,Automatic,Sedan,1600.0,1
455,Chevrolet,Optra,2021.0,Benzine,Automatic,Sedan,1500.0,1
456,Chevrolet,Optra,2022.0,Benzine,Automatic,Sedan,1500.0,1
457,Chevrolet,Optra,2022.0,Benzine,Automatic,Sedan,1600.0,1
460,Chevrolet,Other,2009.0,Diesel,Manual,Pickup,7000.0,1
461,Chevrolet,Other,2026.0,Diesel,Manual,Pickup,4300.0,1
462,Chevrolet,Pickup/Dababa,1981.0,Diesel,Manual,Pickup,1000.0,1
463,Chevrolet,Pickup/Dababa,1986.0,Diesel,Manual,Pickup,2500.0,1
464,Chevrolet,Pickup/Dababa,1999.0,Diesel,Manual,Pickup,2500.0,1
465,Chevrolet,Pickup/Dababa,2015.0,Diesel,Manual,Pickup,2500.0,1
444,Chevrolet,Optra,2009.0,Benzine,Automatic,Sedan,1500.0,1
443,Chevrolet,Optra,2008.0,Natural Gas,Manual,Sedan,1600.0,1
441,Chevrolet,Optra,2007.0,Natural Gas,Manual,Sedan,1600.0,1
427,Chevrolet,Lanos,2019.0,Natural Gas,Manual,Sedan,1500.0,1
416,Chevrolet,Lanos,2014.0,Benzine,Manual,Sedan,1499.0,1
418,Chevrolet,Lanos,2014.0,Hybrid,Manual,Sedan,1500.0,1
419,Chevrolet,Lanos,2015.0,Benzine,Manual,Sedan,1400.0,1
422,Chevrolet,Lanos,2016.0,Natural Gas,Manual,Sedan,1600.0,1
424,Chevrolet,Lanos,2017.0,Benzine,Manual,Sedan,1600.0,1
425,Chevrolet,Lanos,2018.0,Benzine,Manual,Sedan,1500.0,1
428,Chevrolet,Malibu,1976.0,Benzine,Automatic,Sedan,3500.0,1
438,Chevrolet,Optra,2007.0,Benzine,Automatic,Sedan,1500.0,1
431,Chevrolet,N300,2017.0,Benzine,Manual,Van / Bus,1300.0,1
432,Chevrolet,N300,2017.0,Natural Gas,Manual,Van / Bus,1200.0,1
433,Chevrolet,N300,2018.0,Benzine,Manual,Van / Bus,1300.0,1
435,Chevrolet,Optra,2005.0,Benzine,Automatic,Sedan,1600.0,1
436,Chevrolet,Optra,2006.0,Benzine,Automatic,Sedan,1600.0,1
437,Chevrolet,Optra,2006.0,Benzine,Manual,Sedan,1500.0,1
557,Daewoo,Lanos,2006.0,Benzine,Automatic,Sedan,1500.0,1
561,Daewoo,Lanos,2007.0,Benzine,Manual,Sedan,1500.0,1
358,Chevrolet,Aveo,2007.0,Benzine,Automatic,Sedan,1400.0,1
701,Fiat,Brava,2001.0,Benzine,Manual,Hatchback,1300.0,1
683,Fiat,131,1978.0,Benzine,Manual,Sedan,1600.0,1
684,Fiat,131,1979.0,Benzine,Manual,Sedan,1600.0,1
685,Fiat,131,1979.0,Natural Gas,Automatic,Small city car,2000.0,1
686,Fiat,131,1979.0,Natural Gas,Manual,Sedan,1300.0,1
688,Fiat,131,1980.0,Benzine,Manual,Sedan,1600.0,1
689,Fiat,131,1981.0,Benzine,Manual,MPV,1600.0,1
690,Fiat,131,1981.0,Benzine,Manual,Sedan,1300.0,1
691,Fiat,131,1982.0,Benzine,Manual,Sedan,1600.0,1
692,Fiat,131,1983.0,Benzine,Manual,Sedan,1600.0,1
693,Fiat,132,1974.0,Benzine,Manual,Estate,1600.0,1
694,Fiat,132,1975.0,Benzine,Manual,Sedan,1600.0,1
695,Fiat,132,1976.0,Benzine,Manual,Sedan,1600.0,1
696,Fiat,500,2021.0,Benzine,Automatic,Sports / Coupe,1400.0,1
697,Fiat,500C,2020.0,Benzine,Automatic,Hatchback,1400.0,1
698,Fiat,500X,2024.0,Benzine,Automatic,Hatchback,1400.0,1
682,Fiat,131,1978.0,Benzine,Manual,Sedan,1300.0,1
681,Fiat,131,1977.0,Benzine,Manual,Sedan,1400.0,1
680,Fiat,131,1976.0,Benzine,Manual,Sedan,1300.0,1
669,Fiat,128,1990.0,Benzine,Manual,Small city car,1300.0,1
659,Fiat,128,1983.0,Benzine,Manual,Sedan,1300.0,1
661,Fiat,128,1985.0,Benzine,Manual,Sedan,1115.0,1
662,Fiat,128,1986.0,Benzine,Manual,Sedan,1100.0,1
663,Fiat,128,1986.0,Benzine,Manual,Sedan,1300.0,1
665,Fiat,128,1987.0,Benzine,Manual,Sedan,1300.0,1
668,Fiat,128,1989.0,Benzine,Manual,Sedan,1300.0,1
671,Fiat,128,1992.0,Benzine,Manual,Sedan,1300.0,1
679,Fiat,1300,2015.0,Benzine,Manual,Estate,1300.0,1
672,Fiat,128,1997.0,Benzine,Manual,Sedan,1300.0,1
673,Fiat,128,1998.0,Benzine,Manual,Sedan,1300.0,1
674,Fiat,128,2000.0,Benzine,Manual,Sedan,1100.0,1
676,Fiat,128,2002.0,Natural Gas,Manual,Sedan,1300.0,1
677,Fiat,128 Nova,1988.0,Benzine,Manual,Other,1100.0,1
678,Fiat,128 Nova,1990.0,Benzine,Manual,Sedan,1300.0,1
700,Fiat,500X,2026.0,Benzine,Automatic,SUV,1400.0,1
702,Fiat,Doblo,2021.0,Benzine,Automatic,Pickup,1600.0,1
655,Fiat,128,1980.0,Benzine,Manual,Sedan,1300.0,1
703,Fiat,Dogan,1991.0,Benzine,Manual,Sedan,1600.0,1
729,Fiat,Punto,2016.0,Benzine,Automatic,Hatchback,1500.0,1
730,Fiat,Punto,2017.0,Benzine,Automatic,Hatchback,1200.0,1
731,Fiat,Regata,1978.0,Benzine,Manual,Sedan,1500.0,1
733,Fiat,Regata,1986.0,Benzine,Manual,Sedan,1500.0,1
734,Fiat,Regata,1989.0,Benzine,Manual,Sedan,1500.0,1
735,Fiat,Ritmo,1981.0,Benzine,Manual,Hatchback,1300.0,1
736,Fiat,Ritmo,1981.0,Hybrid,Manual,Hatchback,1500.0,1
737,Fiat,Ritmo,1983.0,Benzine,Manual,Hatchback,1200.0,1
738,Fiat,Ritmo,1983.0,Benzine,Manual,Hatchback,1300.0,1
739,Fiat,Ritmo,1983.0,Benzine,Manual,Hatchback,1600.0,1
740,Fiat,Ritmo,1988.0,Benzine,Manual,Hatchback,1400.0,1
741,Fiat,Shahin,1995.0,Benzine,Manual,Sedan,1400.0,1
742,Fiat,Shahin,1995.0,Benzine,Manual,Sedan,1600.0,1
745,Fiat,Shahin,1999.0,Benzine,Manual,Sedan,1400.0,1
746,Fiat,Shahin,1999.0,Benzine,Manual,Sedan,1600.0,1
728,Fiat,Punto,2009.0,Benzine,Manual,Hatchback,1400.0,1
727,Fiat,Punto,2008.0,Benzine,Manual,Hatchback,1300.0,1
726,Fiat,Punto,2003.0,Benzine,Manual,Hatchback,1400.0,1
710,Fiat,Marea,2002.0,Benzine,Manual,Sedan,1300.0,1
704,Fiat,Dogan,1994.0,Benzine,Manual,Sedan,1600.0,1
705,Fiat,Florida,2006.0,Benzine,Manual,Hatchback,1400.0,1
706,Fiat,Grand Punto,2013.0,Benzine,Automatic,Hatchback,1400.0,1
707,Fiat,Grand Punto,2015.0,Benzine,Automatic,Hatchback,1400.0,1
708,Fiat,Grand Punto,2018.0,Benzine,Automatic,Hatchback,1400.0,1
709,Fiat,Linea,2009.0,Benzine,Manual,Sedan,1400.0,1
711,Fiat,Other,1988.0,Diesel,Manual,Van / Bus,1800.0,1
723,Fiat,Punto,1995.0,Benzine,Manual,Hatchback,1400.0,1
712,Fiat,Other,1993.0,Benzine,Manual,4X4,1600.0,1
713,Fiat,Palio,2006.0,Benzine,Manual,Small city car,1000.0,1
714,Fiat,Panda,2017.0,Benzine,Manual,Hatchback,1242.0,1
715,Fiat,Petra,2003.0,Benzine,Manual,Sedan,1600.0,1
719,Fiat,Punto,1994.0,Benzine,Manual,Hatchback,1250.0,1
721,Fiat,Punto,1995.0,Benzine,Manual,Hatchback,1242.0,1
656,Fiat,128,1980.0,Diesel,Manual,Sedan,1300.0,1
653,Fiat,128,1979.0,Benzine,Manual,Sedan,1300.0,1
562,Daewoo,Lanos,2007.0,Benzine,Manual,Sedan,1600.0,1
612,Daihatsu,Terios,1999.0,Benzine,Manual,Hatchback,1300.0,1
589,Daewoo,Nubira,2004.0,Benzine,Manual,Sedan,1600.0,1
591,Daewoo,Nubira,2005.0,Benzine,Manual,Sedan,1500.0,1
593,Daewoo,Nubira,2006.0,Benzine,Manual,Sedan,1600.0,1
594,Daewoo,Nubira,2006.0,Diesel,Manual,Sedan,1600.0,1
596,Daewoo,Nubira,2007.0,Benzine,Manual,Sedan,1600.0,1
598,Daewoo,Racer,1994.0,Benzine,Manual,Sedan,1600.0,1
600,Daihatsu,Charade,1990.0,Benzine,Manual,Hatchback,1000.0,1
601,Daihatsu,Charade,1991.0,Benzine,Automatic,Sedan,1300.0,1
602,Daihatsu,Charade,1992.0,Benzine,Automatic,Sedan,1300.0,1
604,Daihatsu,Charade,2003.0,Benzine,Automatic,Hatchback,1000.0,1
606,Daihatsu,Feroza,1990.0,Benzine,Manual,4X4,1600.0,1
607,Daihatsu,Kancil,1999.0,Benzine,Manual,Hatchback,800.0,1
